,X1,X2,X3,X4,X5,Y1
551,4000,5.4,0.1524,71.3,0.00401199,121431
552,5000,5.4,0.1524,71.3,0.00401199,120061
553,6300,5.4,0.1524,71.3,0.00401199,116411
554,400,5.4,0.1524,55.5,0.00433288,126807
555,500,5.4,0.1524,55.5,0.00433288,129367
556,630,5.4,0.1524,55.5,0.00433288,131807
557,800,5.4,0.1524,55.5,0.00433288,133097
558,1000,5.4,0.1524,55.5,0.00433288,132127
559,1250,5.4,0.1524,55.5,0.00433288,130777
560,1600,5.4,0.1524,55.5,0.00433288,130567
561,2000,5.4,0.1524,55.5,0.00433288,128707
562,2500,5.4,0.1524,55.5,0.00433288,124077
563,3150,5.4,0.1524,55.5,0.00433288,121587
564,4000,5.4,0.1524,55.5,0.00433288,119737
565,5000,5.4,0.1524,55.5,0.00433288,118757
566,6300,5.4,0.1524,55.5,0.00433288,117287
567,8000,5.4,0.1524,55.5,0.00433288,114927
568,315,5.4,0.1524,39.6,0.00485029,125347
569,400,5.4,0.1524,39.6,0.00485029,127637
570,500,5.4,0.1524,39.6,0.00485029,129937
571,630,5.4,0.1524,39.6,0.00485029,132357
572,800,5.4,0.1524,39.6,0.00485029,132757
573,1000,5.4,0.1524,39.6,0.00485029,130507
574,1250,5.4,0.1524,39.6,0.00485029,127117
575,1600,5.4,0.1524,39.6,0.00485029,126267
576,2000,5.4,0.1524,39.6,0.00485029,124647
577,2500,5.4,0.1524,39.6,0.00485029,120497
578,3150,5.4,0.1524,39.6,0.00485029,119137
579,4000,5.4,0.1524,39.6,0.00485029,117137
580,5000,5.4,0.1524,39.6,0.00485029,117037
581,6300,5.4,0.1524,39.6,0.00485029,116677
582,315,5.4,0.1524,31.7,0.00525474,125741
583,400,5.4,0.1524,31.7,0.00525474,127781
584,500,5.4,0.1524,31.7,0.00525474,129681
585,630,5.4,0.1524,31.7,0.00525474,131471
586,800,5.4,0.1524,31.7,0.00525474,131491
587,1000,5.4,0.1524,31.7,0.00525474,128241
588,1250,5.4,0.1524,31.7,0.00525474,123991
589,1600,5.4,0.1524,31.7,0.00525474,123761
590,2000,5.4,0.1524,31.7,0.00525474,122771
591,2500,5.4,0.1524,31.7,0.00525474,119151
592,3150,5.4,0.1524,31.7,0.00525474,118291
593,4000,5.4,0.1524,31.7,0.00525474,116181
594,5000,5.4,0.1524,31.7,0.00525474,115691
595,6300,5.4,0.1524,31.7,0.00525474,115591
596,315,7.2,0.1524,71.3,0.00752039,128713
597,400,7.2,0.1524,71.3,0.00752039,130123
598,500,7.2,0.1524,71.3,0.00752039,132043
599,630,7.2,0.1524,71.3,0.00752039,134853
600,800,7.2,0.1524,71.3,0.00752039,136023
601,1000,7.2,0.1524,71.3,0.00752039,134273
602,1250,7.2,0.1524,71.3,0.00752039,132513
603,1600,7.2,0.1524,71.3,0.00752039,130893
604,2000,7.2,0.1524,71.3,0.00752039,128643
605,2500,7.2,0.1524,71.3,0.00752039,124353
606,3150,7.2,0.1524,71.3,0.00752039,116783
607,4000,7.2,0.1524,71.3,0.00752039,119343
608,5000,7.2,0.1524,71.3,0.00752039,118343
609,6300,7.2,0.1524,71.3,0.00752039,116603
610,8000,7.2,0.1524,71.3,0.00752039,113333
611,10000,7.2,0.1524,71.3,0.00752039,110313
612,250,7.2,0.1524,39.6,0.00909175,127488
613,315,7.2,0.1524,39.6,0.00909175,130558
614,400,7.2,0.1524,39.6,0.00909175,132118
615,500,7.2,0.1524,39.6,0.00909175,132658
616,630,7.2,0.1524,39.6,0.00909175,133198
617,800,7.2,0.1524,39.6,0.00909175,132358
618,1000,7.2,0.1524,39.6,0.00909175,128338
619,1250,7.2,0.1524,39.6,0.00909175,122428
620,1600,7.2,0.1524,39.6,0.00909175,120058
621,2000,7.2,0.1524,39.6,0.00909175,120228
622,2500,7.2,0.1524,39.6,0.00909175,117478
623,3150,7.2,0.1524,39.6,0.00909175,111818
624,4000,7.2,0.1524,39.6,0.00909175,114258
625,5000,7.2,0.1524,39.6,0.00909175,113288
626,6300,7.2,0.1524,39.6,0.00909175,112688
627,8000,7.2,0.1524,39.6,0.00909175,111588
628,10000,7.2,0.1524,39.6,0.00909175,110868
629,200,9.9,0.1524,71.3,0.0193001,134319
630,250,9.9,0.1524,71.3,0.0193001,135329
631,315,9.9,0.1524,71.3,0.0193001,135459
632,400,9.9,0.1524,71.3,0.0193001,135079
633,500,9.9,0.1524,71.3,0.0193001,131279
634,630,9.9,0.1524,71.3,0.0193001,129889
635,800,9.9,0.1524,71.3,0.0193001,128879
636,1000,9.9,0.1524,71.3,0.0193001,126349
637,1250,9.9,0.1524,71.3,0.0193001,122679
638,1600,9.9,0.1524,71.3,0.0193001,121789
639,2000,9.9,0.1524,71.3,0.0193001,120779
640,2500,9.9,0.1524,71.3,0.0193001,119639
641,3150,9.9,0.1524,71.3,0.0193001,116849
642,4000,9.9,0.1524,71.3,0.0193001,115079
643,5000,9.9,0.1524,71.3,0.0193001,114569
644,6300,9.9,0.1524,71.3,0.0193001,112039
645,200,9.9,0.1524,55.5,0.0208438,131955
646,250,9.9,0.1524,55.5,0.0208438,133235
647,315,9.9,0.1524,55.5,0.0208438,132355
648,400,9.9,0.1524,55.5,0.0208438,131605
649,500,9.9,0.1524,55.5,0.0208438,127815
650,630,9.9,0.1524,55.5,0.0208438,127315
651,800,9.9,0.1524,55.5,0.0208438,126565
652,1000,9.9,0.1524,55.5,0.0208438,124665
653,1250,9.9,0.1524,55.5,0.0208438,121635
654,1600,9.9,0.1524,55.5,0.0208438,119875
655,2000,9.9,0.1524,55.5,0.0208438,119505
656,2500,9.9,0.1524,55.5,0.0208438,118365
657,3150,9.9,0.1524,55.5,0.0208438,115085
658,4000,9.9,0.1524,55.5,0.0208438,112945
659,5000,9.9,0.1524,55.5,0.0208438,112065
660,6300,9.9,0.1524,55.5,0.0208438,110555
661,200,9.9,0.1524,39.6,0.0233328,127315
662,250,9.9,0.1524,39.6,0.0233328,128335
663,315,9.9,0.1524,39.6,0.0233328,128595
664,400,9.9,0.1524,39.6,0.0233328,128345
665,500,9.9,0.1524,39.6,0.0233328,126835
666,630,9.9,0.1524,39.6,0.0233328,126465
667,800,9.9,0.1524,39.6,0.0233328,126345
668,1000,9.9,0.1524,39.6,0.0233328,123835
669,1250,9.9,0.1524,39.6,0.0233328,120555
670,1600,9.9,0.1524,39.6,0.0233328,118545
671,2000,9.9,0.1524,39.6,0.0233328,117925
672,2500,9.9,0.1524,39.6,0.0233328,116295
673,3150,9.9,0.1524,39.6,0.0233328,113525
674,4000,9.9,0.1524,39.6,0.0233328,112265
675,5000,9.9,0.1524,39.6,0.0233328,111135
676,6300,9.9,0.1524,39.6,0.0233328,109885
677,200,9.9,0.1524,31.7,0.0252785,127299
678,250,9.9,0.1524,31.7,0.0252785,128559
679,315,9.9,0.1524,31.7,0.0252785,128809
680,400,9.9,0.1524,31.7,0.0252785,128939
681,500,9.9,0.1524,31.7,0.0252785,127179
682,630,9.9,0.1524,31.7,0.0252785,126049
683,800,9.9,0.1524,31.7,0.0252785,125539
684,1000,9.9,0.1524,31.7,0.0252785,122149
685,1250,9.9,0.1524,31.7,0.0252785,118619
686,1600,9.9,0.1524,31.7,0.0252785,117119
687,2000,9.9,0.1524,31.7,0.0252785,116859
688,2500,9.9,0.1524,31.7,0.0252785,114729
689,3150,9.9,0.1524,31.7,0.0252785,112209
690,4000,9.9,0.1524,31.7,0.0252785,111459
691,5000,9.9,0.1524,31.7,0.0252785,109949
692,6300,9.9,0.1524,31.7,0.0252785,108689
693,200,12.6,0.1524,71.3,0.0483159,128354
694,250,12.6,0.1524,71.3,0.0483159,129744
695,315,12.6,0.1524,71.3,0.0483159,128484
696,400,12.6,0.1524,71.3,0.0483159,127094
697,500,12.6,0.1524,71.3,0.0483159,121664
698,630,12.6,0.1524,71.3,0.0483159,123304
699,800,12.6,0.1524,71.3,0.0483159,123054
700,1000,12.6,0.1524,71.3,0.0483159,122044
701,1250,12.6,0.1524,71.3,0.0483159,120154
702,1600,12.6,0.1524,71.3,0.0483159,120534
703,2000,12.6,0.1524,71.3,0.0483159,117504
704,2500,12.6,0.1524,71.3,0.0483159,115234
705,3150,12.6,0.1524,71.3,0.0483159,113334
706,4000,12.6,0.1524,71.3,0.0483159,108034
707,5000,12.6,0.1524,71.3,0.0483159,108034
708,6300,12.6,0.1524,71.3,0.0483159,107284
709,200,12.6,0.1524,39.6,0.0584113,114.75
710,250,12.6,0.1524,39.6,0.0584113,115.89
711,315,12.6,0.1524,39.6,0.0584113,116.02
712,400,12.6,0.1524,39.6,0.0584113,115.91
713,500,12.6,0.1524,39.6,0.0584113,114.9
714,630,12.6,0.1524,39.6,0.0584113,116.55
715,800,12.6,0.1524,39.6,0.0584113,116.56
716,1000,12.6,0.1524,39.6,0.0584113,114.67
717,1250,12.6,0.1524,39.6,0.0584113,112.16
718,1600,12.6,0.1524,39.6,0.0584113,110.78
719,2000,12.6,0.1524,39.6,0.0584113,109.52
720,2500,12.6,0.1524,39.6,0.0584113,106.88
721,3150,12.6,0.1524,39.6,0.0584113,106.26
722,4000,12.6,0.1524,39.6,0.0584113,104.5
723,5000,12.6,0.1524,39.6,0.0584113,104.13
724,6300,12.6,0.1524,39.6,0.0584113,103.38
725,800,0,0.0508,71.3,0.000740478,130.96
726,1000,0,0.0508,71.3,0.000740478,129.45
727,1250,0,0.0508,71.3,0.000740478,128.56
728,1600,0,0.0508,71.3,0.000740478,129.68
729,2000,0,0.0508,71.3,0.000740478,131.06
730,2500,0,0.0508,71.3,0.000740478,131.31
731,3150,0,0.0508,71.3,0.000740478,135.07
732,4000,0,0.0508,71.3,0.000740478,134.43
733,5000,0,0.0508,71.3,0.000740478,134.43
734,6300,0,0.0508,71.3,0.000740478,133.04
735,8000,0,0.0508,71.3,0.000740478,130.89
736,10000,0,0.0508,71.3,0.000740478,128.74
737,12500,0,0.0508,71.3,0.000740478,125.22
738,800,0,0.0508,55.5,0.00076193,124336
739,1000,0,0.0508,55.5,0.00076193,125586
740,1250,0,0.0508,55.5,0.00076193,127076
741,1600,0,0.0508,55.5,0.00076193,128576
742,2000,0,0.0508,55.5,0.00076193,131456
743,2500,0,0.0508,55.5,0.00076193,133956
744,3150,0,0.0508,55.5,0.00076193,134826
745,4000,0,0.0508,55.5,0.00076193,134946
746,5000,0,0.0508,55.5,0.00076193,134556
747,6300,0,0.0508,55.5,0.00076193,132796
748,8000,0,0.0508,55.5,0.00076193,130156
749,10000,0,0.0508,55.5,0.00076193,127636
750,12500,0,0.0508,55.5,0.00076193,125376
751,800,0,0.0508,39.6,0.000791822,126508
752,1000,0,0.0508,39.6,0.000791822,127638
753,1250,0,0.0508,39.6,0.000791822,129148
754,1600,0,0.0508,39.6,0.000791822,130908
755,2000,0,0.0508,39.6,0.000791822,132918
756,2500,0,0.0508,39.6,0.000791822,134938
757,3150,0,0.0508,39.6,0.000791822,135938
758,4000,0,0.0508,39.6,0.000791822,135308
759,5000,0,0.0508,39.6,0.000791822,134308
760,6300,0,0.0508,39.6,0.000791822,131918
761,8000,0,0.0508,39.6,0.000791822,128518
762,10000,0,0.0508,39.6,0.000791822,125998
763,12500,0,0.0508,39.6,0.000791822,123988
764,800,0,0.0508,31.7,0.000812164,122.79
765,1000,0,0.0508,31.7,0.000812164,126.78
766,1250,0,0.0508,31.7,0.000812164,129.27
767,1600,0,0.0508,31.7,0.000812164,131.01
768,2000,0,0.0508,31.7,0.000812164,133.01
769,2500,0,0.0508,31.7,0.000812164,134.87
770,3150,0,0.0508,31.7,0.000812164,135.49
771,4000,0,0.0508,31.7,0.000812164,134.11
772,5000,0,0.0508,31.7,0.000812164,133.23
773,6300,0,0.0508,31.7,0.000812164,130.34
774,8000,0,0.0508,31.7,0.000812164,126.59
775,10000,0,0.0508,31.7,0.000812164,122.45
776,12500,0,0.0508,31.7,0.000812164,119.07
777,1600,4.2,0.0508,71.3,0.00142788,124318
778,2000,4.2,0.0508,71.3,0.00142788,129848
779,2500,4.2,0.0508,71.3,0.00142788,131978
780,3150,4.2,0.0508,71.3,0.00142788,133728
781,4000,4.2,0.0508,71.3,0.00142788,133598
782,5000,4.2,0.0508,71.3,0.00142788,132828
783,6300,4.2,0.0508,71.3,0.00142788,129308
784,8000,4.2,0.0508,71.3,0.00142788,125268
785,10000,4.2,0.0508,71.3,0.00142788,121238
786,12500,4.2,0.0508,71.3,0.00142788,117328
787,1000,4.2,0.0508,39.6,0.00152689,125647
788,1250,4.2,0.0508,39.6,0.00152689,128427
789,1600,4.2,0.0508,39.6,0.00152689,130197
790,2000,4.2,0.0508,39.6,0.00152689,132587
791,2500,4.2,0.0508,39.6,0.00152689,133847
792,3150,4.2,0.0508,39.6,0.00152689,133587
793,4000,4.2,0.0508,39.6,0.00152689,131807
794,5000,4.2,0.0508,39.6,0.00152689,129777
795,6300,4.2,0.0508,39.6,0.00152689,125717
796,8000,4.2,0.0508,39.6,0.00152689,120397
797,10000,4.2,0.0508,39.6,0.00152689,116967
798,800,8.4,0.0508,71.3,0.00529514,127556
799,1000,8.4,0.0508,71.3,0.00529514,129946
800,1250,8.4,0.0508,71.3,0.00529514,132086
801,1600,8.4,0.0508,71.3,0.00529514,133846
802,2000,8.4,0.0508,71.3,0.00529514,134476
803,2500,8.4,0.0508,71.3,0.00529514,134226
804,3150,8.4,0.0508,71.3,0.00529514,131966
805,4000,8.4,0.0508,71.3,0.00529514,126926
806,5000,8.4,0.0508,71.3,0.00529514,121146
807,400,8.4,0.0508,55.5,0.00544854,121582
808,500,8.4,0.0508,55.5,0.00544854,123742
809,630,8.4,0.0508,55.5,0.00544854,126152
810,800,8.4,0.0508,55.5,0.00544854,128562
811,1000,8.4,0.0508,55.5,0.00544854,130722
812,1250,8.4,0.0508,55.5,0.00544854,132252
813,1600,8.4,0.0508,55.5,0.00544854,133032
814,2000,8.4,0.0508,55.5,0.00544854,133042
815,2500,8.4,0.0508,55.5,0.00544854,131542
816,3150,8.4,0.0508,55.5,0.00544854,128402
817,4000,8.4,0.0508,55.5,0.00544854,122612
818,5000,8.4,0.0508,55.5,0.00544854,115812
819,400,8.4,0.0508,39.6,0.00566229,120015
820,500,8.4,0.0508,39.6,0.00566229,122905
821,630,8.4,0.0508,39.6,0.00566229,126045
822,800,8.4,0.0508,39.6,0.00566229,128435
823,1000,8.4,0.0508,39.6,0.00566229,130195
824,1250,8.4,0.0508,39.6,0.00566229,131205
825,1600,8.4,0.0508,39.6,0.00566229,130965
826,2000,8.4,0.0508,39.6,0.00566229,129965
827,2500,8.4,0.0508,39.6,0.00566229,127465
828,3150,8.4,0.0508,39.6,0.00566229,123965
829,4000,8.4,0.0508,39.6,0.00566229,118955
830,400,8.4,0.0508,31.7,0.00580776,120076
831,500,8.4,0.0508,31.7,0.00580776,122966
832,630,8.4,0.0508,31.7,0.00580776,125856
833,800,8.4,0.0508,31.7,0.00580776,128246
834,1000,8.4,0.0508,31.7,0.00580776,129516
835,1250,8.4,0.0508,31.7,0.00580776,130156
836,1600,8.4,0.0508,31.7,0.00580776,129296
837,2000,8.4,0.0508,31.7,0.00580776,127686
838,2500,8.4,0.0508,31.7,0.00580776,125576
839,3150,8.4,0.0508,31.7,0.00580776,122086
840,4000,8.4,0.0508,31.7,0.00580776,118106
841,200,11.2,0.0508,71.3,0.014072,125941
842,250,11.2,0.0508,71.3,0.014072,127101
843,315,11.2,0.0508,71.3,0.014072,128381
844,400,11.2,0.0508,71.3,0.014072,129281
845,500,11.2,0.0508,71.3,0.014072,130311
846,630,11.2,0.0508,71.3,0.014072,133611
847,800,11.2,0.0508,71.3,0.014072,136031
848,1000,11.2,0.0508,71.3,0.014072,136941
849,1250,11.2,0.0508,71.3,0.014072,136191
850,1600,11.2,0.0508,71.3,0.014072,135191
851,2000,11.2,0.0508,71.3,0.014072,133311
852,2500,11.2,0.0508,71.3,0.014072,130541
853,3150,11.2,0.0508,71.3,0.014072,127141
854,4000,11.2,0.0508,71.3,0.014072,122471
855,200,11.2,0.0508,39.6,0.0150478,125.01
856,250,11.2,0.0508,39.6,0.0150478,126.43
857,315,11.2,0.0508,39.6,0.0150478,128.99
858,400,11.2,0.0508,39.6,0.0150478,130.67
859,500,11.2,0.0508,39.6,0.0150478,131.96
860,630,11.2,0.0508,39.6,0.0150478,133.13
861,800,11.2,0.0508,39.6,0.0150478,133.79
862,1000,11.2,0.0508,39.6,0.0150478,132.43
863,1250,11.2,0.0508,39.6,0.0150478,130.05
864,1600,11.2,0.0508,39.6,0.0150478,126.54
865,2000,11.2,0.0508,39.6,0.0150478,124.42
866,2500,11.2,0.0508,39.6,0.0150478,122.17
867,3150,11.2,0.0508,39.6,0.0150478,119.67
868,4000,11.2,0.0508,39.6,0.0150478,115.52
869,200,15.4,0.0508,71.3,0.0264269,123595
870,250,15.4,0.0508,71.3,0.0264269,124835
871,315,15.4,0.0508,71.3,0.0264269,126195
872,400,15.4,0.0508,71.3,0.0264269,126805
873,500,15.4,0.0508,71.3,0.0264269,127285
874,630,15.4,0.0508,71.3,0.0264269,129645
875,800,15.4,0.0508,71.3,0.0264269,131515
876,1000,15.4,0.0508,71.3,0.0264269,131865
877,1250,15.4,0.0508,71.3,0.0264269,130845
878,1600,15.4,0.0508,71.3,0.0264269,130065
879,2000,15.4,0.0508,71.3,0.0264269,129285
880,2500,15.4,0.0508,71.3,0.0264269,127625
881,3150,15.4,0.0508,71.3,0.0264269,125715
882,4000,15.4,0.0508,71.3,0.0264269,122675
883,5000,15.4,0.0508,71.3,0.0264269,119135
884,6300,15.4,0.0508,71.3,0.0264269,115215
885,8000,15.4,0.0508,71.3,0.0264269,112675
886,200,15.4,0.0508,55.5,0.0271925,122.94
887,250,15.4,0.0508,55.5,0.0271925,124.17
888,315,15.4,0.0508,55.5,0.0271925,125.39
889,400,15.4,0.0508,55.5,0.0271925,126.5
890,500,15.4,0.0508,55.5,0.0271925,127.22
891,630,15.4,0.0508,55.5,0.0271925,129.33
892,800,15.4,0.0508,55.5,0.0271925,130.43
893,1000,15.4,0.0508,55.5,0.0271925,130.4
894,1250,15.4,0.0508,55.5,0.0271925,130
895,1600,15.4,0.0508,55.5,0.0271925,128.2
896,2000,15.4,0.0508,55.5,0.0271925,127.04
897,2500,15.4,0.0508,55.5,0.0271925,125.63
898,3150,15.4,0.0508,55.5,0.0271925,123.46
899,4000,15.4,0.0508,55.5,0.0271925,120.92
900,5000,15.4,0.0508,55.5,0.0271925,117.11
901,6300,15.4,0.0508,55.5,0.0271925,112.93
902,200,15.4,0.0508,39.6,0.0282593,121783
903,250,15.4,0.0508,39.6,0.0282593,122893
904,315,15.4,0.0508,39.6,0.0282593,124493
905,400,15.4,0.0508,39.6,0.0282593,125353
906,500,15.4,0.0508,39.6,0.0282593,125963
907,630,15.4,0.0508,39.6,0.0282593,127443
908,800,15.4,0.0508,39.6,0.0282593,128423
909,1000,15.4,0.0508,39.6,0.0282593,127893
910,1250,15.4,0.0508,39.6,0.0282593,126743
911,1600,15.4,0.0508,39.6,0.0282593,124843
912,2000,15.4,0.0508,39.6,0.0282593,123443
913,2500,15.4,0.0508,39.6,0.0282593,122413
914,3150,15.4,0.0508,39.6,0.0282593,120513
915,4000,15.4,0.0508,39.6,0.0282593,118113
916,5000,15.4,0.0508,39.6,0.0282593,114453
917,6300,15.4,0.0508,39.6,0.0282593,109663
918,200,15.4,0.0508,31.7,0.0289853,119975
919,250,15.4,0.0508,31.7,0.0289853,121225
920,315,15.4,0.0508,31.7,0.0289853,122845
921,400,15.4,0.0508,31.7,0.0289853,123705
922,500,15.4,0.0508,31.7,0.0289853,123695
923,630,15.4,0.0508,31.7,0.0289853,124685
924,800,15.4,0.0508,31.7,0.0289853,125555
925,1000,15.4,0.0508,31.7,0.0289853,124525
926,1250,15.4,0.0508,31.7,0.0289853,123255
927,1600,15.4,0.0508,31.7,0.0289853,121485
928,2000,15.4,0.0508,31.7,0.0289853,120835
929,2500,15.4,0.0508,31.7,0.0289853,119945
930,3150,15.4,0.0508,31.7,0.0289853,118045
931,4000,15.4,0.0508,31.7,0.0289853,115635
932,5000,15.4,0.0508,31.7,0.0289853,112355
933,6300,15.4,0.0508,31.7,0.0289853,108185
934,200,19.7,0.0508,71.3,0.0341183,118005
935,250,19.7,0.0508,71.3,0.0341183,119115
936,315,19.7,0.0508,71.3,0.0341183,121235
937,400,19.7,0.0508,71.3,0.0341183,123865
938,500,19.7,0.0508,71.3,0.0341183,126995
939,630,19.7,0.0508,71.3,0.0341183,128365
940,800,19.7,0.0508,71.3,0.0341183,124555
941,1000,19.7,0.0508,71.3,0.0341183,121885
942,1250,19.7,0.0508,71.3,0.0341183,121485
943,1600,19.7,0.0508,71.3,0.0341183,120575
944,2000,19.7,0.0508,71.3,0.0341183,120055
945,2500,19.7,0.0508,71.3,0.0341183,118385
946,3150,19.7,0.0508,71.3,0.0341183,116225
947,4000,19.7,0.0508,71.3,0.0341183,113045
948,200,19.7,0.0508,39.6,0.036484,125974
949,250,19.7,0.0508,39.6,0.036484,127224
950,315,19.7,0.0508,39.6,0.036484,129864
951,400,19.7,0.0508,39.6,0.036484,130614
952,500,19.7,0.0508,39.6,0.036484,128444
953,630,19.7,0.0508,39.6,0.036484,120324
954,800,19.7,0.0508,39.6,0.036484,119174
955,1000,19.7,0.0508,39.6,0.036484,118904
956,1250,19.7,0.0508,39.6,0.036484,118634
957,1600,19.7,0.0508,39.6,0.036484,117604
958,2000,19.7,0.0508,39.6,0.036484,117724
959,2500,19.7,0.0508,39.6,0.036484,116184
960,3150,19.7,0.0508,39.6,0.036484,113004
961,4000,19.7,0.0508,39.6,0.036484,108684
962,2500,0,0.0254,71.3,0.000400682,133707
963,3150,0,0.0254,71.3,0.000400682,137007
964,4000,0,0.0254,71.3,0.000400682,138557
965,5000,0,0.0254,71.3,0.000400682,136837
966,6300,0,0.0254,71.3,0.000400682,134987
967,8000,0,0.0254,71.3,0.000400682,129867
968,10000,0,0.0254,71.3,0.000400682,130787
969,12500,0,0.0254,71.3,0.000400682,133207
970,16000,0,0.0254,71.3,0.000400682,130477
971,20000,0,0.0254,71.3,0.000400682,123217
972,2000,0,0.0254,55.5,0.00041229,127623
973,2500,0,0.0254,55.5,0.00041229,130073
974,3150,0,0.0254,55.5,0.00041229,130503
975,4000,0,0.0254,55.5,0.00041229,133223
976,5000,0,0.0254,55.5,0.00041229,135803
977,6300,0,0.0254,55.5,0.00041229,136103
978,8000,0,0.0254,55.5,0.00041229,136163
979,10000,0,0.0254,55.5,0.00041229,134563
980,12500,0,0.0254,55.5,0.00041229,131453
981,16000,0,0.0254,55.5,0.00041229,125683
982,20000,0,0.0254,55.5,0.00041229,121933
983,1600,0,0.0254,39.6,0.000428464,124156
984,2000,0,0.0254,39.6,0.000428464,130026
985,2500,0,0.0254,39.6,0.000428464,131836
986,3150,0,0.0254,39.6,0.000428464,133276
987,4000,0,0.0254,39.6,0.000428464,135346
988,5000,0,0.0254,39.6,0.000428464,136536
989,6300,0,0.0254,39.6,0.000428464,136826
990,8000,0,0.0254,39.6,0.000428464,135866
991,10000,0,0.0254,39.6,0.000428464,133376
992,12500,0,0.0254,39.6,0.000428464,129116
993,16000,0,0.0254,39.6,0.000428464,124986
994,1000,0,0.0254,31.7,0.000439472,125127
995,1250,0,0.0254,31.7,0.000439472,127947
996,1600,0,0.0254,31.7,0.000439472,129267
997,2000,0,0.0254,31.7,0.000439472,130697
998,2500,0,0.0254,31.7,0.000439472,132897
999,3150,0,0.0254,31.7,0.000439472,135227
1000,4000,0,0.0254,31.7,0.000439472,137047
1001,5000,0,0.0254,31.7,0.000439472,138607
1002,6300,0,0.0254,31.7,0.000439472,138537
1003,8000,0,0.0254,31.7,0.000439472,137207
1004,10000,0,0.0254,31.7,0.000439472,134227
1005,12500,0,0.0254,31.7,0.000439472,128977
1006,16000,0,0.0254,31.7,0.000439472,125627
1007,2000,4.8,0.0254,71.3,0.000848633,128398
1008,2500,4.8,0.0254,71.3,0.000848633,130828
1009,3150,4.8,0.0254,71.3,0.000848633,133378
1010,4000,4.8,0.0254,71.3,0.000848633,134928
1011,5000,4.8,0.0254,71.3,0.000848633,135468
1012,6300,4.8,0.0254,71.3,0.000848633,134498
1013,8000,4.8,0.0254,71.3,0.000848633,131518
1014,10000,4.8,0.0254,71.3,0.000848633,127398
1015,12500,4.8,0.0254,71.3,0.000848633,127688
1016,16000,4.8,0.0254,71.3,0.000848633,124208
1017,20000,4.8,0.0254,71.3,0.000848633,119708
1018,1600,4.8,0.0254,55.5,0.000873218,121474
1019,2000,4.8,0.0254,55.5,0.000873218,125054
1020,2500,4.8,0.0254,55.5,0.000873218,129144
1021,3150,4.8,0.0254,55.5,0.000873218,132354
1022,4000,4.8,0.0254,55.5,0.000873218,133924
1023,5000,4.8,0.0254,55.5,0.000873218,135484
1024,6300,4.8,0.0254,55.5,0.000873218,135164
1025,8000,4.8,0.0254,55.5,0.000873218,132184
1026,10000,4.8,0.0254,55.5,0.000873218,126944
1027,12500,4.8,0.0254,55.5,0.000873218,125094
1028,16000,4.8,0.0254,55.5,0.000873218,124394
1029,20000,4.8,0.0254,55.5,0.000873218,121284
1030,500,4.8,0.0254,39.6,0.000907475,116366
1031,630,4.8,0.0254,39.6,0.000907475,118696
1032,800,4.8,0.0254,39.6,0.000907475,120766
1033,1000,4.8,0.0254,39.6,0.000907475,122956
1034,1250,4.8,0.0254,39.6,0.000907475,125026
1035,1600,4.8,0.0254,39.6,0.000907475,125966
1036,2000,4.8,0.0254,39.6,0.000907475,128916
1037,2500,4.8,0.0254,39.6,0.000907475,131236
1038,3150,4.8,0.0254,39.6,0.000907475,133436
1039,4000,4.8,0.0254,39.6,0.000907475,134996
1040,5000,4.8,0.0254,39.6,0.000907475,135426
1041,6300,4.8,0.0254,39.6,0.000907475,134336
1042,8000,4.8,0.0254,39.6,0.000907475,131346
1043,10000,4.8,0.0254,39.6,0.000907475,126066
1044,500,4.8,0.0254,31.7,0.000930789,116128
1045,630,4.8,0.0254,31.7,0.000930789,120078
1046,800,4.8,0.0254,31.7,0.000930789,122648
1047,1000,4.8,0.0254,31.7,0.000930789,125348
1048,1250,4.8,0.0254,31.7,0.000930789,127408
1049,1600,4.8,0.0254,31.7,0.000930789,128718
1050,2000,4.8,0.0254,31.7,0.000930789,130148
1051,2500,4.8,0.0254,31.7,0.000930789,132588
1052,3150,4.8,0.0254,31.7,0.000930789,134268
1053,4000,4.8,0.0254,31.7,0.000930789,135328
1054,5000,4.8,0.0254,31.7,0.000930789,135248
1055,6300,4.8,0.0254,31.7,0.000930789,132898
1056,8000,4.8,0.0254,31.7,0.000930789,127008
1057,630,9.5,0.0254,71.3,0.00420654,125726
1058,800,9.5,0.0254,71.3,0.00420654,127206
1059,1000,9.5,0.0254,71.3,0.00420654,129556
1060,1250,9.5,0.0254,71.3,0.00420654,131656
1061,1600,9.5,0.0254,71.3,0.00420654,133756
1062,2000,9.5,0.0254,71.3,0.00420654,134976
1063,2500,9.5,0.0254,71.3,0.00420654,135956
1064,3150,9.5,0.0254,71.3,0.00420654,136166
1065,4000,9.5,0.0254,71.3,0.00420654,134236
1066,5000,9.5,0.0254,71.3,0.00420654,131186
1067,6300,9.5,0.0254,71.3,0.00420654,127246
1068,400,9.5,0.0254,55.5,0.0043284,120952
1069,500,9.5,0.0254,55.5,0.0043284,123082
1070,630,9.5,0.0254,55.5,0.0043284,125452
1071,800,9.5,0.0254,55.5,0.0043284,128082
1072,1000,9.5,0.0254,55.5,0.0043284,130332
1073,1250,9.5,0.0254,55.5,0.0043284,132202
1074,1600,9.5,0.0254,55.5,0.0043284,133062
1075,2000,9.5,0.0254,55.5,0.0043284,134052
1076,2500,9.5,0.0254,55.5,0.0043284,134152
