FID,geom,efetivacao,tipo,id,nome,latitude,longitude,uom_ulimit,uom_llimit,upperlimit,lowerlimit
P31mar16.23,"MULTIPOLYGON (((-45.208833332999994 -22.598770185472098, -45.2078687009303 -22.5987919998087, -45.20690635595069 -22.598857391097802, -45.2059485797354 -22.598966204298996, -45.204997643138896 -22.5991181814197, -45.20405580081869 -22.599312962125996, -45.2031252858953 -22.5995500845962, -45.2022083046632 -22.5998289866143, -45.2013070313656 -22.6001490069017, -45.2004236030443 -22.600509386683196, -45.199560114476796 -22.6009092714841, -45.198718613214005 -22.6013477131541, -45.19790109472889 -22.6018236721129, -45.1971094976875 -22.602336019812796, -45.196345699355106 -22.602883541411998, -45.1956115111458 -22.603464938652, -45.1949086743288 -22.6040788329335, -45.1942388558994 -22.6047237685823, -45.1936036446255 -22.6053982162979, -45.1930045472794 -22.6061005767771, -45.1924429850621 -22.606829184503297, -45.191920290231096 -22.6075823116933, -45.1914377029371 -22.608358172391497, -45.1909963682901 -22.609154926707397, -45.1905973335983 -22.609970685157098, -45.190241545918404 -22.6108035131632, -45.1899298498344 -22.6116514356468, -45.1896629853623 -22.612512441678398, -45.1894415862476 -22.613384489268203, -45.18926617844019 -22.6142655102016, -45.18913717884 -22.6151534149434, -45.1890548942991 -22.616046097591997, -45.18901952088629 -22.6169414408737, -45.1890311434132 -22.6178373211639, -45.18908973522459 -22.6187316135238, -45.189195158252794 -22.619622196740302, -45.1893471633369 -22.6205069583583, -45.189545390804895 -22.6213837996917, -45.189789371318795 -22.622250640802697, -45.1900785269799 -22.6231054254363, -45.19041217274339 -22.623946125881098, -45.1907895177792 -22.6247707478752, -45.1912096679027 -22.6255773351274, -45.191671626935204 -22.6263639742632, -45.192174299800705 -22.6271287990428, -45.192716494584396 -22.6278699950391, -45.193296925597195 -22.628585803829996, -45.1939142163737 -22.629274527195996, -45.194566902934994 -22.629934531152, -45.1952534372587 -22.630564249826502, -45.1959721909509 -22.63116218918, -45.1967214591079 -22.6317269305524, -45.197499464361 -22.6322571340319, -45.198304361094706 -22.632751541637, -45.199134239826 -22.633208980304197, -45.1999871317375 -22.6336283646738, -45.200861013350995 -22.6340086996679, -45.201753811332 -22.6343490828537, -45.202663407413 -22.6346487065872, -45.2035876434239 -22.634906859931498, -45.2045243264175 -22.635122930345698, -45.20547123387839 -22.635296405139602, -45.2064261190023 -22.6354268726921, -45.2073867160328 -22.6355140234285, -45.2083507456441 -22.635557650556297, -45.2093159203559 -22.635557650556297, -45.210279949967195 -22.6355140234285, -45.21124054699769 -22.6354268726921, -45.2121954321216 -22.635296405139602, -45.2131423395825 -22.635122930345698, -45.2140790225761 -22.634906859931498, -45.215003258587 -22.6346487065872, -45.215912854668 -22.6343490828537, -45.216805652649 -22.6340086996679, -45.2176795342625 -22.6336283646738, -45.218532426174 -22.633208980304197, -45.219362304905296 -22.632751541637, -45.220167201639 -22.6322571340319, -45.220945206892104 -22.6317269305524, -45.221694475049105 -22.63116218918, -45.222413228741296 -22.630564249826502, -45.223099763065 -22.629934531152, -45.223752449626296 -22.629274527195996, -45.22436974040279 -22.628585803829996, -45.2249501714156 -22.6278699950391, -45.2254923661993 -22.6271287990428, -45.2259950390648 -22.6263639742632, -45.2264569980973 -22.6255773351274, -45.226877148220794 -22.6247707478752, -45.227254493256595 -22.623946125881098, -45.22758813902009 -22.6231054254363, -45.2278772946812 -22.622250640802697, -45.22812127519509 -22.6213837996917, -45.2283195026631 -22.6205069583583, -45.2284715077472 -22.619622196740302, -45.2285769307754 -22.6187316135238, -45.22863552258679 -22.6178373211639, -45.22864714511369 -22.6169414408737, -45.2286117717009 -22.616046097591997, -45.228529487159996 -22.6151534149434, -45.2284004875598 -22.6142655102016, -45.2282250797524 -22.613384489268203, -45.2280036806377 -22.612512441678398, -45.2277368161656 -22.6116514356468, -45.2274251200816 -22.6108035131632, -45.2270693324017 -22.609970685157098, -45.2266702977099 -22.609154926707397, -45.226228963062894 -22.608358172391497, -45.2257463757689 -22.6075823116933, -45.2252236809379 -22.606829184503297, -45.224662118720595 -22.6061005767771, -45.2240630213745 -22.6053982162979, -45.2234278101006 -22.6047237685823, -45.2227579916712 -22.6040788329335, -45.2220551548542 -22.603464938652, -45.2213209666449 -22.602883541411998, -45.220557168312496 -22.602336019812796, -45.21976557127109 -22.6018236721129, -45.218948052786 -22.6013477131541, -45.2181065515232 -22.6009092714841, -45.217243062955696 -22.600509386683196, -45.2163596346344 -22.6001490069017, -45.2154583613368 -22.5998289866143, -45.21454138010469 -22.5995500845962, -45.213610865181295 -22.599312962125996, -45.2126690228611 -22.5991181814197, -45.2117180862646 -22.598966204298996, -45.210760310049295 -22.598857391097802, -45.20979796506969 -22.5987919998087, -45.208833332999994 -22.598770185472098)))",2011-01-01,P,SBP415,SBP 415 PIQUETE,-22.61717,-45.20883,FT,FT,2000,0
P31mar16.24,"MULTIPOLYGON (((-46.330499999999994 -23.9131378948699, -46.3295221181997 -23.9131827577821, -46.3285539530186 -23.9133169007419, -46.3276051245873 -23.9135389908456, -46.326685061015596 -23.9138468212985, -46.325802904761694 -23.9142373333302, -46.324967421831495 -23.9147066465703, -46.3241869147085 -23.915250097584803, -46.3234691398756 -23.915862286192, -46.32282123075039 -23.916537129096, -46.322249626795205 -23.917267920310497, -46.3217600095121 -23.9180473977702, -46.3213572459386 -23.9188678154645, -46.321045340264 -23.9197210204022, -46.320827393954 -23.920598533599296, -46.32070557487639 -23.921491634331797, -46.3206810956814 -23.922391446788897, -46.320754201671704 -23.923289028276002, -46.3209241682848 -23.9241754580892, -46.3211893082149 -23.925041926179, -46.321546988118996 -23.9258798207153, -46.321993654707995 -23.926680813694098, -46.3225248698764 -23.9274369438097, -46.323135355138206 -23.9281406953952, -46.3238190436168 -23.928785073387598, -46.324569140559895 -23.929363672755798, -46.3253781908167 -23.929870742219997, -46.3262381529442 -23.930301241446198, -46.3271404791561 -23.9306508911725, -46.32807620031819 -23.9309162157697, -46.329036015143394 -23.9310945778084, -46.330010382698795 -23.9311842042923, -46.3309896173012 -23.9311842042923, -46.33196398485659 -23.9310945778084, -46.3329237996818 -23.9309162157697, -46.333859520843895 -23.9306508911725, -46.334761847055795 -23.930301241446198, -46.335621809183294 -23.929870742219997, -46.3364308594401 -23.929363672755798, -46.33718095638319 -23.928785073387598, -46.337864644861796 -23.9281406953952, -46.3384751301236 -23.9274369438097, -46.33900634529199 -23.926680813694098, -46.339453011881 -23.9258798207153, -46.339810691785104 -23.925041926179, -46.3400758317152 -23.9241754580892, -46.3402457983283 -23.923289028276002, -46.3403189043186 -23.922391446788897, -46.340294425123595 -23.921491634331797, -46.34017260604599 -23.920598533599296, -46.339954659735994 -23.9197210204022, -46.339642754061394 -23.9188678154645, -46.339239990487904 -23.9180473977702, -46.338750373204796 -23.917267920310497, -46.3381787692496 -23.916537129096, -46.3375308601244 -23.915862286192, -46.3368130852915 -23.915250097584803, -46.33603257816849 -23.9147066465703, -46.3351970952383 -23.9142373333302, -46.3343149389844 -23.9138468212985, -46.3333948754127 -23.9135389908456, -46.332446046981396 -23.9133169007419, -46.331477881800296 -23.9131827577821, -46.330499999999994 -23.9131378948699)))",2011-01-01,P,SBP428,SBP 428 ILHA BARNABÉ,-23.92217,-46.3305,FT,FT,1000,0
P31mar16.25,"MULTIPOLYGON (((-46.48383333300001 -23.6305, -46.457166667 -23.638833332999997, -46.467166667 -23.657166667000002, -46.492166667 -23.6505, -46.48383333300001 -23.6305)))",2011-01-01,P,SBP429,SBP 429 PETROQUÍMICA,-23.64408,-46.47514,FT,FT,4000,0
P31mar16.26,"MULTIPOLYGON (((-46.433833332999995 -23.8569567469121, -46.432860114117204 -23.856986354462002, -46.4318911495504 -23.857075047684898, -46.4309306750357 -23.8572224388662, -46.4299828892301 -23.8574278836962, -46.4290519353738 -23.8576904840849, -46.428141883193696 -23.8580090920834, -46.427256711126404 -23.8583823148986, -46.4264002889391 -23.858808520976098, -46.425576360822895 -23.8592858471268, -46.4247885290332 -23.859812206665296, -46.424040238148095 -23.860385298524996, -46.4233347600129 -23.861002617310398, -46.4226751794378 -23.861661464241696, -46.4220643807097 -23.862358958946203, -46.421505034978 -23.8630920520425, -46.420999588624 -23.8638575384924, -46.4205502522861 -23.8646520714673, -46.420158991716 -23.8654721772488, -46.419827518644794 -23.8663142701386, -46.4195572835366 -23.867174668261697, -46.419349469181995 -23.868049609635797, -46.4192049855055 -23.868935268615, -46.4191244655648 -23.869827772614098, -46.4191082627611 -23.870723219039096, -46.4191564492705 -23.8716176923508, -46.4192688157053 -23.872507281185996, -46.41944487200679 -23.873388095461795, -46.419683849565395 -23.874256283388497, -46.4199847045599 -23.875108048316097, -46.42034612253129 -23.875939665329202, -46.4207665239714 -23.876747497596998, -46.421244071468095 -23.877528012183898, -46.4217766775125 -23.8782777955855, -46.422362013679 -23.8789935686448, -46.42299752081009 -23.879672200892298, -46.4236804201921 -23.8803107242486, -46.424407725702395 -23.880906346013898, -46.4251762568664 -23.88145646109, -46.425982652767395 -23.8819586633822, -46.4268233867493 -23.8824107563307, -46.427694781845695 -23.8828107625253, -46.428593026870296 -23.8831569323614, -46.4295141930958 -23.883447751698903, -46.430454251449596 -23.883681948490402, -46.431409090150396 -23.8838584983504, -46.4323745327077 -23.8839766290395, -46.4333463562062 -23.884035823845498, -46.4343203097938 -23.884035823845498, -46.4352921332923 -23.8839766290395, -46.436257575849595 -23.8838584983504, -46.437212414550395 -23.883681948490402, -46.43815247290419 -23.883447751698903, -46.439073639129695 -23.8831569323614, -46.4399718841543 -23.8828107625253, -46.4408432792507 -23.8824107563307, -46.441684013232596 -23.8819586633822, -46.442490409133605 -23.88145646109, -46.4432589402976 -23.880906346013898, -46.4439862458079 -23.8803107242486, -46.44466914518989 -23.879672200892298, -46.445304652321 -23.8789935686448, -46.4458899884875 -23.8782777955855, -46.446422594531896 -23.877528012183898, -46.4469001420286 -23.876747497596998, -46.44732054346869 -23.875939665329202, -46.4476819614401 -23.875108048316097, -46.447982816434596 -23.874256283388497, -46.4482217939932 -23.873388095461795, -46.448397850294704 -23.872507281185996, -46.4485102167295 -23.8716176923508, -46.4485584032389 -23.870723219039096, -46.4485422004352 -23.869827772614098, -46.44846168049449 -23.868935268615, -46.448317196817996 -23.868049609635797, -46.4481093824634 -23.867174668261697, -46.4478391473552 -23.8663142701386, -46.447507674284 -23.8654721772488, -46.4471164137139 -23.8646520714673, -46.446667077376 -23.8638575384924, -46.446161631022 -23.8630920520425, -46.445602285290306 -23.862358958946203, -46.444991486562195 -23.861661464241696, -46.4443319059871 -23.861002617310398, -46.443626427851896 -23.860385298524996, -46.442878136966804 -23.859812206665296, -46.442090305177096 -23.8592858471268, -46.4412663770609 -23.858808520976098, -46.440409954873594 -23.8583823148986, -46.439524782806295 -23.8580090920834, -46.4386147306262 -23.8576904840849, -46.437683776769894 -23.8574278836962, -46.436735990964294 -23.8572224388662, -46.4357755164496 -23.857075047684898, -46.434806551882794 -23.856986354462002, -46.433833332999995 -23.8569567469121)))",2011-01-01,P,SBP430,SBP 430 CUBATÃO,-23.8705,-46.43383,FT,FT,2000,0
P31mar16.27,"MULTIPOLYGON (((-46.818833333 -23.504666667, -46.819166667000005 -23.503166667, -46.80833333300001 -23.502000000000002, -46.807166667000004 -23.505000000000003, -46.818833333 -23.504666667)))",2011-01-01,P,SBP433,SBP 433 BARUERI,-23.50369,-46.81274,FT,FT,3400,0
P31mar16.29,"MULTIPOLYGON (((-52.32583333299999 -20.884908628269002, -52.3255821831225 -20.884920997858398, -52.3253337847733 -20.884957971109, -52.3250908593395 -20.8850191429516, -52.324856068256594 -20.885103843203197, -52.32463198385359 -20.8852111439084, -52.3244210611737 -20.885339869504097, -52.3242256110801 -20.8854886096976, -52.3240477749394 -20.8856557349158, -52.323889501161595 -20.8858394141565, -52.323752523902805 -20.886037635073997, -52.323638343817095 -20.886248225890196, -52.323548212112996 -20.886468879456, -52.3234831163565 -20.8866971782577, -52.32344376973359 -20.8869306210132, -52.323430603595995 -20.8871666501198, -52.323443762264596 -20.8874026795888, -52.323483101745 -20.8876361234155, -52.32354819099759 -20.8878644239505, -52.3236383171206 -20.888085079836, -52.3237524927919 -20.8882956734568, -52.3238894669961 -20.888493897541203, -52.3240477392125 -20.888677580172796, -52.3242255753532 -20.888844708857597, -52.3244210270082 -20.888993452442, -52.32463195274269 -20.8891221812046, -52.324856041560096 -20.8892294847144, -52.32509083822409 -20.8893141872857, -52.3253337701618 -20.8893753608616, -52.325582175653594 -20.889412335183398, -52.32583333299999 -20.889424705135198, -52.32608449034639 -20.889412335183398, -52.3263328958382 -20.8893753608616, -52.3265758277759 -20.8893141872857, -52.326810624439894 -20.8892294847144, -52.3270347132573 -20.8891221812046, -52.3272456389918 -20.888993452442, -52.3274410906468 -20.888844708857597, -52.3276189267875 -20.888677580172796, -52.3277771990039 -20.888493897541203, -52.3279141732081 -20.8882956734568, -52.32802834887939 -20.888085079836, -52.3281184750024 -20.8878644239505, -52.32818356425499 -20.8876361234155, -52.328222903735394 -20.8874026795888, -52.328236062403995 -20.8871666501198, -52.328222896266396 -20.8869306210132, -52.32818354964349 -20.8866971782577, -52.328118453887 -20.886468879456, -52.328028322182895 -20.886248225890196, -52.3279141420972 -20.886037635073997, -52.327777164838395 -20.8858394141565, -52.3276188910606 -20.8856557349158, -52.3274410549199 -20.8854886096976, -52.327245604826295 -20.885339869504097, -52.3270346821464 -20.8852111439084, -52.326810597743396 -20.885103843203197, -52.32657580666049 -20.8850191429516, -52.3263328812267 -20.884957971109, -52.3260844828775 -20.884920997858398, -52.32583333299999 -20.884908628269002)))",2011-01-01,P,SBP440,SBP 440 ESTAÇÃO RIO VERDE,-20.88717,-52.32583,FT,FT,2500,0
P31mar16.30,"MULTIPOLYGON (((-51.77466666699999 -20.955930124942, -51.7745661597183 -20.9559350727808, -51.774466753595696 -20.9559498620887, -51.7743695377278 -20.955974330833797, -51.774275577214596 -20.956008210935902, -51.77418590149279 -20.956051131203797, -51.7741014930565 -20.9561026214014, -51.77402327669439 -20.956162117399696, -51.7739521093572 -20.9562289673569, -51.773888770769005 -20.956302438860195, -51.7738339549045 -20.956381726959698, -51.773788262287894 -20.956465962935397, -51.77375219361009 -20.95655422392, -51.7737261440507 -20.9566455429038, -51.773710399019194 -20.9567389193766, -51.773705131031 -20.9568333302893, -51.77371039781929 -20.9569277412602, -51.7737261417033 -20.957021117905096, -51.77375219021769 -20.9571124371672, -51.7737882579989 -20.9572006985243, -51.7738339499063 -20.957284934950398, -51.7738887652801 -20.9573642235585, -51.77395210361729 -20.9574376956062, -51.7740232709546 -20.9575045461202, -51.77410148756749 -20.957564042662998, -51.774185896494494 -20.9576155333692, -51.774275572925596 -20.957658454087497, -51.7743695343354 -20.957692334562097, -51.7744667512483 -20.957716803585498, -51.7745661585184 -20.9577315930654, -51.77466666699999 -20.9577365409624, -51.77476717548159 -20.9577315930654, -51.77486658275169 -20.957716803585498, -51.774963799664604 -20.957692334562097, -51.7750577610744 -20.957658454087497, -51.7751474375055 -20.9576155333692, -51.7752318464325 -20.957564042662998, -51.775310063045396 -20.9575045461202, -51.77538123038269 -20.9574376956062, -51.7754445687199 -20.9573642235585, -51.7754993840937 -20.957284934950398, -51.7755450760011 -20.9572006985243, -51.7755811437823 -20.9571124371672, -51.775607192296704 -20.957021117905096, -51.775622936180696 -20.9569277412602, -51.775628202968996 -20.9568333302893, -51.775622934980795 -20.9567389193766, -51.775607189949305 -20.9566455429038, -51.775581140389896 -20.95655422392, -51.7755450717121 -20.956465962935397, -51.77549937909549 -20.956381726959698, -51.775444563231 -20.956302438860195, -51.77538122464279 -20.9562289673569, -51.775310057305596 -20.956162117399696, -51.7752318409435 -20.9561026214014, -51.7751474325072 -20.956051131203797, -51.7750577567854 -20.956008210935902, -51.774963796272196 -20.955974330833797, -51.7748665804043 -20.9559498620887, -51.77476717428169 -20.9559350727808, -51.77466666699999 -20.955930124942)))",2011-01-01,P,SBP441,SBP 441 ESTAÇÃO TRÊS LAGOS,-20.95683,-51.77467,FT,FT,2500,0
P31mar16.31,"MULTIPOLYGON (((-57.81766666699999 -19.1027415076946, -57.817418327091794 -19.1027538797856, -57.8171727079377 -19.102790860512897, -57.81693250048749 -19.1028520447239, -57.8167003364088 -19.1029367620976, -57.81647875925769 -19.1030440844872, -57.81627019661519 -19.103172836087904, -57.8160769334923 -19.1033216063175, -57.8159010872974 -19.1034887652684, -57.815744584638196 -19.103672481563798, -57.815609140213596 -19.1038707424196, -57.815496238036296 -19.1040813757, -57.815407115122504 -19.104302073692, -57.81534274805669 -19.1045304184333, -57.8153038420608 -19.1047639081369, -57.81529082359 -19.104999984674, -57.8153038353568 -19.105236061539898, -57.815342734941595 -19.105469552215702, -57.8154070961695 -19.1056978985301, -57.8154962140737 -19.1059185986272, -57.81560911228879 -19.106129234452997, -57.81574455397159 -19.106327498183, -57.8159010552293 -19.106511217555795, -57.816076901424196 -19.106678379652898, -57.816270165948595 -19.106827152959898, -57.81647873133289 -19.1069559074348, -57.8167003124463 -19.1070632323697, -57.816932481534494 -19.1071479518485, -57.817172694822595 -19.107209137632697, -57.817418320387695 -19.1072461193322, -57.81766666699999 -19.1072584917521, -57.8179150136123 -19.1072461193322, -57.8181606391774 -19.107209137632697, -57.818400852465494 -19.1071479518485, -57.8186330215537 -19.1070632323697, -57.818854602667095 -19.1069559074348, -57.8190631680514 -19.106827152959898, -57.8192564325758 -19.106678379652898, -57.8194322787707 -19.106511217555795, -57.8195887800284 -19.106327498183, -57.8197242217112 -19.106129234452997, -57.8198371199263 -19.1059185986272, -57.819926237830494 -19.1056978985301, -57.81999059905839 -19.105469552215702, -57.820029498643194 -19.105236061539898, -57.820042510410005 -19.104999984674, -57.820029491939195 -19.1047639081369, -57.819990585943295 -19.1045304184333, -57.8199262188775 -19.104302073692, -57.819837095963706 -19.1040813757, -57.8197241937864 -19.1038707424196, -57.8195887493618 -19.103672481563798, -57.8194322467026 -19.1034887652684, -57.8192564005077 -19.1033216063175, -57.8190631373848 -19.103172836087904, -57.818854574742296 -19.1030440844872, -57.8186329975912 -19.1029367620976, -57.8184008335125 -19.1028520447239, -57.818160626062294 -19.102790860512897, -57.8179150069082 -19.1027538797856, -57.81766666699999 -19.1027415076946)))",2011-01-01,P,SBP442,SBP 442 ESTAÇÃO CORUMBÁ 1,-19.105,-57.81767,FT,FT,2000,0
P31mar16.32,"MULTIPOLYGON (((-57.623 -19.284263287871102, -57.62290055508179 -19.284268236649602, -57.622802199685 -19.2842830287661, -57.622706011395096 -19.284307502157798, -57.62261304405559 -19.284341388693196, -57.6225243162229 -19.28438431711, -57.6224408000071 -19.284435817082198, -57.6223634104222 -19.2844953243731, -57.62229299536099 -19.2845621870163, -57.62223032630569 -19.284635672459196, -57.6221760899059 -19.284714975604697, -57.6221308803063 -19.28479922755, -57.622095192924995 -19.284887505265598, -57.62206941876299 -19.284978841557397, -57.622053840210995 -19.285072235724503, -57.6220486279585 -19.2851666645229, -57.62205383912629 -19.2852610933745, -57.622069416641 -19.285354487698797, -57.6220951898583 -19.2854458242448, -57.622130876429 -19.285534102300698, -57.6221760853875 -19.285618354657398, -57.62223032134369 -19.2856976582674, -57.62229299017229 -19.2857711442077, -57.6223634052335 -19.285838007359498, -57.622440795045094 -19.2858975151478, -57.6225243117045 -19.2859490155846, -57.62261304017839 -19.285991944412796, -57.6227060083285 -19.2860258312884, -57.622802197563004 -19.2860503049343, -57.622900553997 -19.286065097208, -57.623 -19.286070046039598, -57.623099446002996 -19.286065097208, -57.623197802437 -19.2860503049343, -57.6232939916715 -19.2860258312884, -57.623386959821595 -19.285991944412796, -57.6234756882955 -19.2859490155846, -57.6235592049549 -19.2858975151478, -57.623636594766495 -19.285838007359498, -57.6237070098277 -19.2857711442077, -57.623769678656295 -19.2856976582674, -57.623823914612494 -19.285618354657398, -57.623869123571005 -19.285534102300698, -57.623904810141696 -19.2854458242448, -57.62393058335899 -19.285354487698797, -57.62394616087369 -19.2852610933745, -57.623951372041496 -19.2851666645229, -57.623946159789 -19.285072235724503, -57.62393058123699 -19.284978841557397, -57.62390480707499 -19.284887505265598, -57.6238691196937 -19.28479922755, -57.62382391009409 -19.284714975604697, -57.6237696736943 -19.284635672459196, -57.623707004638995 -19.2845621870163, -57.62363658957779 -19.2844953243731, -57.623559199992904 -19.284435817082198, -57.6234756837771 -19.28438431711, -57.6233869559444 -19.284341388693196, -57.6232939886049 -19.284307502157798, -57.623197800315 -19.2842830287661, -57.623099444918196 -19.284268236649602, -57.623 -19.284263287871102)))",2011-01-01,P,SBP443,SBP 443 ESTAÇÃO CORUMBÁ 2,-19.28517,-57.623,FT,FT,2000,0
P31mar16.33,"MULTIPOLYGON (((-56.717833332999994 -20.115908428435198, -56.7175834329455 -20.115920799126698, -56.7173362707314 -20.115957775670996, -56.717094554206895 -20.1160189529623, -56.71686093156689 -20.1161036607568, -56.716637962343 -20.116210971014798, -56.7164280893634 -20.1163397080667, -56.716233611993 -20.1164884614924, -56.716056660941895 -20.1166556015714, -56.7158991749231 -20.116839297136398, -56.7157628794106 -20.1170375356337, -56.7156492677394 -20.1172481451726, -56.7155595847239 -20.1174688183108, -56.7154948130728 -20.117697137352, -56.71545566243049 -20.117930600791397, -56.715442561969596 -20.1181666507946, -56.715455655296395 -20.1184027011456, -56.715494799116506 -20.1186361656133, -56.7155595645553 -20.1188644863181, -56.7156492422399 -20.119085161682897, -56.7157628496947 -20.119295773913798, -56.7158991422895 -20.119494015450798, -56.71605662681689 -20.1196777142706, -56.716233577867996 -20.119844857677, -56.716428056729896 -20.119993614357398, -56.7166379326271 -20.120122354449197, -56.716860906067495 -20.120229667399098, -56.717094534038196 -20.120314377420097, -56.7173362567751 -20.120375556375198, -56.7175834258115 -20.120412533947697, -56.717833332999994 -20.120424904987, -56.7180832401885 -20.120412533947697, -56.7183304092249 -20.120375556375198, -56.71857213196179 -20.120314377420097, -56.71880575993249 -20.120229667399098, -56.719028733372895 -20.120122354449197, -56.7192386092701 -20.119993614357398, -56.719433088132 -20.119844857677, -56.719610039183095 -20.1196777142706, -56.7197675237105 -20.119494015450798, -56.7199038163053 -20.119295773913798, -56.7200174237601 -20.119085161682897, -56.7201071014447 -20.1188644863181, -56.720171866883504 -20.1186361656133, -56.7202110107036 -20.1184027011456, -56.72022410403039 -20.1181666507946, -56.720211003569496 -20.117930600791397, -56.7201718529272 -20.117697137352, -56.7201070812761 -20.1174688183108, -56.720017398260595 -20.1172481451726, -56.7199037865894 -20.1170375356337, -56.7197674910769 -20.116839297136398, -56.719610005058094 -20.1166556015714, -56.719433054007 -20.1164884614924, -56.7192385766366 -20.1163397080667, -56.719028703656996 -20.116210971014798, -56.7188057344331 -20.1161036607568, -56.718572111793094 -20.1160189529623, -56.718330395268595 -20.115957775670996, -56.7180832330545 -20.115920799126698, -56.717833332999994 -20.115908428435198)))",2011-01-01,P,SBP444,SBP 444 ESTAÇÃO GUAICURÚS,-20.11817,-56.71783,FT,FT,1500,0
P31mar16.34,"MULTIPOLYGON (((-55.72183333299999 -20.507241862357603, -55.721582804106895 -20.5072542324925, -55.721335019940994 -20.5072912073733, -55.72109269516319 -20.507352381912696, -55.7208584846303 -20.507437085897703, -55.7206349543126 -20.507544391331102, -55.720424553184394 -20.5076731225971, -55.7202295863956 -20.507821869339903, -55.72005219001829 -20.507989001913597, -55.719894307644296 -20.508172689234097, -55.719757669090896 -20.508370918839198, -55.7196437714509 -20.508581518935998, -55.7195538626807 -20.5088021821894, -55.7194889279579 -20.509030491009, -55.7194496787091 -20.509263944002303, -55.719436545202996 -20.509499983452, -55.7194496714056 -20.509736023256902, -55.7194889136701 -20.5099694773003, -55.719553842032994 -20.5101977878189, -55.71964374534559 -20.510418453346198, -55.719757638669094 -20.510629056192098, -55.7198942742355 -20.5108272889015, -55.7200521550826 -20.5110109795459, -55.720229551459894 -20.511178115517595, -55.7204245197756 -20.511326865584298, -55.7206349238908 -20.511455599954697, -55.7208584585251 -20.511562908137098, -55.7210926745155 -20.5116476143959, -55.7213350056532 -20.5117087906344, -55.7215827968033 -20.511745766565298, -55.72183333299999 -20.511758137055402, -55.7220838691967 -20.511745766565298, -55.722331660346796 -20.5117087906344, -55.7225739914845 -20.5116476143959, -55.722808207474905 -20.511562908137098, -55.7230317421092 -20.511455599954697, -55.7232421462244 -20.511326865584298, -55.7234371145401 -20.511178115517595, -55.7236145109174 -20.5110109795459, -55.7237723917645 -20.5108272889015, -55.7239090273309 -20.510629056192098, -55.7240229206544 -20.510418453346198, -55.724112823967 -20.5101977878189, -55.7241777523299 -20.5099694773003, -55.7242169945944 -20.509736023256902, -55.724230120797 -20.509499983452, -55.724216987290895 -20.509263944002303, -55.724177738042094 -20.509030491009, -55.724112803319294 -20.5088021821894, -55.724022894549094 -20.508581518935998, -55.723908996909095 -20.508370918839198, -55.723772358355696 -20.508172689234097, -55.7236144759817 -20.507989001913597, -55.723437079604395 -20.507821869339903, -55.7232421128156 -20.5076731225971, -55.723031711687405 -20.507544391331102, -55.7228081813697 -20.507437085897703, -55.7225739708368 -20.507352381912696, -55.722331646059 -20.5072912073733, -55.7220838618931 -20.5072542324925, -55.72183333299999 -20.507241862357603)))",2011-01-01,P,SBP445,SBP 445 ESTAÇÃO ANASTÁCIO,-20.5095,-55.72183,FT,FT,1700,0
P31mar16.35,"MULTIPOLYGON (((-53.541 -20.7154085836939, -53.5407491305497 -20.715420953529197, -53.540501009556394 -20.7154579275144, -53.540258355369794 -20.7155191005723, -53.5400238264545 -20.7156038025064, -53.539799992267994 -20.7157111053424, -53.5395893051129 -20.715839833493398, -53.5393940732725 -20.7159885766383, -53.539216435722196 -20.7161557051713, -53.53905833869629 -20.716339388053097, -53.5389215144169 -20.716537612899298, -53.538807461854 -20.7167482078842, -53.5387174308234 -20.716968865815797, -53.5386524077872 -20.7171971691321, -53.538613105136896 -20.7174306165013, -53.538599953735094 -20.7176666502691, -53.5386130977424 -20.717902684395998, -53.5386523933214 -20.718136132826995, -53.5387174099185 -20.718364437861197, -53.5388074354237 -20.718585098091797, -53.5389214836162 -20.7187956958563, -53.539058304871496 -20.7189939238413, -53.53921640035149 -20.719177610083996, -53.53939403790179 -20.7193447420527, -53.5395892712881 -20.7194934885585, -53.539799961467295 -20.719622219848297, -53.5400238000242 -20.719729525463897, -53.540258334464895 -20.719814229696997, -53.54050099509059 -20.7198754044728, -53.540749123155194 -20.719912379519798, -53.541 -20.7199247497142, -53.5412508768448 -20.719912379519798, -53.5414990049094 -20.7198754044728, -53.5417416655351 -20.719814229696997, -53.5419761999758 -20.719729525463897, -53.5422000385327 -20.719622219848297, -53.54241072871189 -20.7194934885585, -53.54260596209819 -20.7193447420527, -53.5427835996485 -20.719177610083996, -53.5429416951285 -20.7189939238413, -53.543078516383794 -20.7187956958563, -53.5431925645763 -20.718585098091797, -53.543282590081496 -20.718364437861197, -53.543347606678594 -20.718136132826995, -53.5433869022576 -20.717902684395998, -53.5434000462649 -20.7176666502691, -53.5433868948631 -20.7174306165013, -53.5433475922128 -20.7171971691321, -53.5432825691766 -20.716968865815797, -53.543192538146 -20.7167482078842, -53.543078485583095 -20.716537612899298, -53.5429416613037 -20.716339388053097, -53.5427835642778 -20.7161557051713, -53.54260592672749 -20.7159885766383, -53.542410694887096 -20.715839833493398, -53.542200007732 -20.7157111053424, -53.5419761735455 -20.7156038025064, -53.54174164463019 -20.7155191005723, -53.5414989904436 -20.7154579275144, -53.5412508694503 -20.715420953529197, -53.541 -20.7154085836939)))",2011-01-01,P,SBP446,SBP 446 ESTAÇÃO MIMOSO,-20.71767,-53.541,FT,FT,3000,0
